headlines,date,type
Florida stay-at-home order,2020-04-02,topTrendingOnSm
Gretchen Whitmer,2020-04-02,topTrendingOnSm
#WorldAutismAwarenessDay,2020-04-02,topTrendingOnSm
Aldon Smith,2020-04-02,topTrendingOnSm
Dolly Parton,2020-04-02,topTrendingOnSm
Florida,2020-04-02,topTrendingOnSm
Garth Brooks,2020-04-02,topTrendingOnSm
Chanel Rion,2020-04-02,topTrendingOnSm
6ix9ine,2020-04-02,topTrendingOnSm
Updated 23:40How everybody on tik tok tryna be the first to do the toosie slide <f0><9f><a4><a3><f0><9f><a4><a6><f0><9f><8f><be><e2><80><8d><e2><99><82><ef><b8><8f> https://t.co/ttFhRHlGT0<e2><80><94> Mark Phillips (@SupremeDreams_1) ,2020-04-03,topTweets
"After Jared Kushner<e2><80><99>s comment about how the Strategic National Stockpile is not supposed to be for states, lots of people pointed to the fact that its own website says it is.The language on the website has now been changed. My screenshot from last night vs. one from today: https://t.co/UwJFAr7uoV<e2><80><94> Daniel Dale (@ddale8) ",2020-04-03,topTweets
"Watch this video of the send off of Captain Crozier, commander of the aircraft carrier USS Roosevelt who was fired yesterday for sounding the alarm to protect his sailors. Tells you everything you need to know about the type of #leader he is. https://t.co/z9q3pTJpgZ<e2><80><94> Amber Smith (@AmberSmithUSA) ",2020-04-03,topTweets
"<e2><80><98>Lean On Me,<e2><80><99> <e2><80><98>Lovely Day<e2><80><99> singer Bill Withers dies at 81",2020-04-03,topNewsHeadlines
Coronavirus Relief: Cash Payments May Take 20 Weeks To Reach Some : Coronavirus Live Updates : NPR,2020-04-03,topNewsHeadlines
Navy relieves captain who raised alarm about coronavirus outbreak on aircraft carrier,2020-04-03,topNewsHeadlines
Patriots plane used to get N95 masks from China,2020-04-03,topNewsHeadlines
Philippine President Rodrigo Duterte orders police and military to kill citizens who defy coronavirus lockdown,2020-04-03,topNewsHeadlines
A Million N95 Masks Are Coming From China<e2><80><94>on Board the New England Patriots<e2><80><99> Plane,2020-04-03,topNewsHeadlines
Pelosi creates new House committee with subpoena power for coronavirus oversight,2020-04-03,topNewsHeadlines
Shenzhen becomes first Chinese city to ban eating dogs and cats,2020-04-03,topNewsHeadlines
A record 6.6 million Americans filed for unemployment last week,2020-04-03,topNewsHeadlines
Philippines president gives OK to shoot lockdown violators,2020-04-03,topNewsHeadlines
"6-week-old baby's death linked to coronavirus, believed to be one of the youngest fatalities",2020-04-03,topNewsHeadlines
"Trending Today on Facebook, Twitter and Social Media",2020-04-03,topTrendingOnSm
Rod Wave,2020-04-03,topTrendingOnSm
Jared Kushner,2020-04-03,topTrendingOnSm
Luckin Coffee,2020-04-03,topTrendingOnSm
HBO,2020-04-03,topTrendingOnSm
Bill Withers,2020-04-03,topTrendingOnSm
Stimulus check IRS,2020-04-03,topTrendingOnSm
Draper James,2020-04-03,topTrendingOnSm
Autism Awareness Day,2020-04-03,topTrendingOnSm
Ryan Reynolds,2020-04-03,topTrendingOnSm
Valorant,2020-04-03,topTrendingOnSm
Ali Wentworth,2020-04-03,topTrendingOnSm
Face mask,2020-04-03,topTrendingOnSm
"Updated 03:09Happy birthday to one of my absolute favorites! Love you 3000, @RobertDowneyJr https://t.co/xkJmOivAdw<e2><80><94> Chris Evans (@ChrisEvans) ",2020-04-04,topTweets
Officially a Hall of Famer. <f0><9f><90><8d> https://t.co/7SX2vAj12A<e2><80><94> Bleacher Report (@BleacherReport) ,2020-04-04,topTweets
"What a journey it's been. Welcome to the Hall of Fame, Kobe. https://t.co/4tLIttRyaW<e2><80><94> Los Angeles Lakers (@Lakers) ",2020-04-04,topTweets
"Bill Withers, singer of 'Lean on Me' and 'Ain't No Sunshine,' dies at 81",2020-04-04,topNewsHeadlines
This Brooklyn Landlord Just Canceled Rent for Hundreds of Tenants,2020-04-04,topNewsHeadlines
"<e2><80><98>Lean On Me,<e2><80><99> <e2><80><98>Lovely Day<e2><80><99> singer Bill Withers dies at 81",2020-04-04,topNewsHeadlines
Videos show sailors cheering Navy captain relieved of command after raising alarm on coronavirus,2020-04-04,topNewsHeadlines
Trump firing inspector general who flagged Ukraine whistleblower complaint,2020-04-04,topNewsHeadlines
"Search for Robert F. Kennedy's granddaughter and her young son has shifted ""from rescue to recovery,"" mother says",2020-04-04,topNewsHeadlines
Debra Messing blames Trump for coronavirus death toll following report that he ignored U.S. Army warning,2020-04-04,topNewsHeadlines
Fauci: 'I don't understand' why all states are not under stay-at-home orders,2020-04-04,topNewsHeadlines
Zoom Has A Dark Side <e2><80><94> And An FBI Warning : NPR,2020-04-04,topNewsHeadlines
Man uses $900 he'd saved to buy gas for dozens of Detroit nurses,2020-04-04,topNewsHeadlines
Coronavirus: US 'wants 3M to end mask exports to Canada and Latin America',2020-04-04,topNewsHeadlines
Pink,2020-04-04,topTrendingOnSm
WrestleMania 36,2020-04-04,topTrendingOnSm
Bill Withers,2020-04-04,topTrendingOnSm
#earthquake,2020-04-04,topTrendingOnSm
Face mask,2020-04-04,topTrendingOnSm
Orlando Bloom,2020-04-04,topTrendingOnSm
Ric Flair,2020-04-04,topTrendingOnSm
Coronavirus tips,2020-04-04,topTrendingOnSm
Logan Williams,2020-04-04,topTrendingOnSm
Louis C.K,2020-04-04,topTrendingOnSm
HBO,2020-04-04,topTrendingOnSm
Onward,2020-04-04,topTrendingOnSm
"Updated 23:40I am a licensed physician in Utah. I tried to prescribe hydroxychloroquine but the pharmacist said the state had taken over the distribution of the drug. Even though I<e2><80><99>m licensed, I cannot prescribe it. This is WRONG!<e2><80><94> DrBill (@DrBill_MD_) ",2020-04-05,topTweets
"tommy n i sending u some virtual love <f0><9f><a4><8d><f0><9f><92><bb><f0><9f><8e><99> hope you<e2><80><99>re all staying safe, sane, healthy and as creative as possible https://t.co/kRTTAgRihZ<e2><80><94> Ariana Grande (@ArianaGrande) ",2020-04-05,topTweets
"BREAKING: A tiger at the Bronx Zoo has tested positive for Covid-19. 6 other tigers and lions at the zoo are also showing symptoms. Believed to have been infected by an asymptomatic zoo worker. All doing well. To my knowledge, this was the first animal to test positive in the U.S.<e2><80><94> Natasha Daly (@natashaldaly) ",2020-04-05,topTweets
Cuomo announces New York is receiving new ventilators from Oregon and China,2020-04-05,topNewsHeadlines
Spring break poem during Covid-19 quarantine,2020-04-05,topNewsHeadlines
"New York has 10,841 new cases in one day, a record high",2020-04-05,topNewsHeadlines
"430,000 People Have Traveled From China to U.S. Since Coronavirus Surfaced",2020-04-05,topNewsHeadlines
Floyd Mayweather's Daughter Iyanna Arrested for Allegedly Stabbing NBA Youngboy's Baby Mama,2020-04-05,topNewsHeadlines
"China joins UN Human Rights Council panel despite troubling record, response to coronavirus",2020-04-05,topNewsHeadlines
Dems Introduce Measure to Give Coronavirus Relief Check to Illegal Aliens,2020-04-05,topNewsHeadlines
Alibaba billionaire and Brooklyn Nets owner Joe Tsai donates millions of supplies to New York,2020-04-05,topNewsHeadlines
Newborns in India Named 'Corona' and 'Covid',2020-04-05,topNewsHeadlines
Denial and dysfunction plagued U.S. government as coronavirus raged,2020-04-05,topNewsHeadlines
The worst president. Ever.,2020-04-05,topNewsHeadlines
Tom Dempsey,2020-04-05,topTrendingOnSm
#KurtCobain,2020-04-05,topTrendingOnSm
New Year's Day,2020-04-05,topTrendingOnSm
#billboardcountthe10k,2020-04-05,topTrendingOnSm
#TrumpIsALoser,2020-04-05,topTrendingOnSm
Lil Jon,2020-04-05,topTrendingOnSm
Palm sunday meaning,2020-04-05,topTrendingOnSm
#SinceIveBeenQuarantined,2020-04-05,topTrendingOnSm
Pablo Sanchez,2020-04-05,topTrendingOnSm
Kodak,2020-04-05,topTrendingOnSm
#2YearsWithEuphoria,2020-04-05,topTrendingOnSm
#FireFauci,2020-04-05,topTrendingOnSm
"Updated 03:10Choosing your quarantine character 🍾👏😂 https://t.co/tgsQfH1ZIZ— Danielle Baskin (@djbaskin) April 5, 2020Mexicans said fuck the toilet paper 😂💀 https://t.co/BVkOgwdlUi— lizz (@lizzzlpz_) ",2020-04-06,topTweets
"The low “stupid ass” took me out! 😭 https://t.co/X4aeDsskq6— Miss Mamas (@alwaysdesi) April 5, 2020",2020-04-06,topTweets
Coronavirus: Tiger at Bronx Zoo tests positive for Covid-19,2020-04-06,topNewsHeadlines
Virus News: New York's Andrew Cuomo Reports Drop in Daily Deaths,2020-04-06,topNewsHeadlines
White House COVID-19 Coordinator: Don’t Go To Grocery Or Drug Store,2020-04-06,topNewsHeadlines
The worst president. Ever.,2020-04-06,topNewsHeadlines
Acting Navy secretary blasts ousted aircraft carrier captain as 'stupid' in address to ship's crew,2020-04-06,topNewsHeadlines
"Tiger tests positive for coronavirus at Bronx Zoo, first known case in the world",2020-04-06,topNewsHeadlines
Walmart Shopper Coughs & Spits on Employees Over Billing Dispute,2020-04-06,topNewsHeadlines
"Inovio coronavirus vaccine trial starts in Philadelphia, Kansas City",2020-04-06,topNewsHeadlines
Democrats warn people will die as courts rule Wisconsin's election on for Tuesday,2020-04-06,topNewsHeadlines
Dem lawmaker wants Trump prosecuted at international court for 'crimes against humanity',2020-04-06,topNewsHeadlines
"Captain Cozier, Fired from the Carrier Theodore Roosevelt, Has Coronavirus",2020-04-06,topNewsHeadlines
Ezra Miller,2020-04-06,topTrendingOnSm
Adele,2020-04-06,topTrendingOnSm
Thomas Modly,2020-04-06,topTrendingOnSm
Boris Johnson,2020-04-06,topTrendingOnSm
Quibi,2020-04-06,topTrendingOnSm
Honor Blackman,2020-04-06,topTrendingOnSm
Al Kaline,2020-04-06,topTrendingOnSm
Jay Benedict,2020-04-06,topTrendingOnSm
Duffy,2020-04-06,topTrendingOnSm
Bronx Zoo,2020-04-06,topTrendingOnSm
Tom Dempsey,2020-04-06,topTrendingOnSm
Kurt Cobain,2020-04-06,topTrendingOnSm
"Updated 03:10It’s World Health Day, and we owe a profound debt of gratitude to all our medical professionals. They’re still giving their all for us every day, at great risk to themselves, and we can’t thank them enough for their bravery and their service.— Barack Obama (@BarackObama) ",2020-04-07,topTweets
"A first look at DualSense, PS5’s new wireless controller. More details and images: https://t.co/SuaUVDkyvD https://t.co/ot5R1u5hsz— PlayStation (@PlayStation) ",2020-04-07,topTweets
Shoreline Mafia associate @MACPDAWG was gunned down in LA tonight. Rest In Peace https://t.co/mobXn4SidE— adam22 (@adam22) ,2020-04-07,topTweets
Trump removes inspector general who was to oversee $2 trillion stimulus spending,2020-04-07,topNewsHeadlines
Acting Navy secretary apologizes for scathing rebuke of ousted captain,2020-04-07,topNewsHeadlines
"John Prine, One of America's Greatest Songwriters, Dead at 73",2020-04-07,topNewsHeadlines
Spain is moving to enact universal basic income soon in wake of coronavirus pandemic,2020-04-07,topNewsHeadlines
Detroit Tigers legend Al Kaline dies at 85,2020-04-07,topNewsHeadlines
China: Tourist sites packed as country comes out of coronavirus lockdown,2020-04-07,topNewsHeadlines
Democrats warn people will die as courts rule Wisconsin's election on for Tuesday,2020-04-07,topNewsHeadlines
Dem rep credits hydroxychloroquine,2020-04-07,topNewsHeadlines
"Miss England, Bhasha Mukherjee, returns to UK to work as NHS doctor",2020-04-07,topNewsHeadlines
Trade Adviser Warned White House in January of Risks of a Pandemic,2020-04-07,topNewsHeadlines
Opinion ,2020-04-07,topNewsHeadlines
 Has Anyone Found Trump’s Soul? Anyone?,2020-04-07,topNewsHeadlines
Vic Henley,2020-04-07,topTrendingOnSm
Mac P Dawg,2020-04-07,topTrendingOnSm
Thomas Modly,2020-04-07,topTrendingOnSm
Al Kaline,2020-04-07,topTrendingOnSm
Honor Blackman,2020-04-07,topTrendingOnSm
Adele,2020-04-07,topTrendingOnSm
Maeve Kennedy McKean,2020-04-07,topTrendingOnSm
#NationalBeerDay,2020-04-07,topTrendingOnSm
Valorant,2020-04-07,topTrendingOnSm
Quibi,2020-04-07,topTrendingOnSm
Kayleigh McEnany,2020-04-07,topTrendingOnSm
Chernobyl,2020-04-07,topTrendingOnSm
Updated 03:11Let us go forward together. The struggle continues.— Bernie Sanders (@BernieSanders) ,2020-04-08,topTweets
"Thank you Bernie - for doing your best to fight for all of us, from the beginning, for your entire life.Thank you for fighting hard, lonely fights in true devotion to a people’s movement in the United States.Thank you for your leadership, mentorship, and example. We love you. https://t.co/CqErUDlsvX https://t.co/33x7hm5ErH— Alexandria Ocasio-Cortez (@AOC) ",2020-04-08,topTweets
So many people from your past know a version of you that doesn’t exist anymore.— Haywood Jablowmi (@allthatnate_) ,2020-04-08,topTweets
"Bernie Sanders drops out of the 2020 race, clearing Joe Biden's path to the Democratic nomination",2020-04-08,topNewsHeadlines
"John Prine, One of America's Greatest Songwriters, Dead at 73",2020-04-08,topNewsHeadlines
"Essential Workers Would Get up to $25,000 Boost Under Senate Democrats' New 'Heroes Fund' Stimulus",2020-04-08,topNewsHeadlines
"Trump hints at cutting WHO funding over coronavirus handling, says they ‘really blew it’",2020-04-08,topNewsHeadlines
Americans Are Paying the Price for Trump’s Failures,2020-04-08,topNewsHeadlines
"Charlotte Figi, namesake of Charlotte's Web medical marijuana strain, dies with COVID-19 - KRDO",2020-04-08,topNewsHeadlines
Andrea Bocelli's Easter concert in Italy was the light we need,2020-04-08,topNewsHeadlines
New Zealand isn't just flattening its coronavirus curve. It's squashing it.,2020-04-08,topNewsHeadlines
PlayStation 5 DualSense Controller Officially Revealed,2020-04-08,topNewsHeadlines
Sen. Elizabeth Warren Calls For National Voting Overhaul,2020-04-08,topNewsHeadlines
Super Pink Moon' rises tonight! Teach your kids about the biggest full moon of 2020,2020-04-08,topNewsHeadlines
John Prine,2020-04-08,topTrendingOnSm
Democratic Party,2020-04-08,topTrendingOnSm
Linda Tripp,2020-04-08,topTrendingOnSm
Happy Passover,2020-04-08,topTrendingOnSm
#AEWDynamite,2020-04-08,topTrendingOnSm
#HottiesAtHome,2020-04-08,topTrendingOnSm
#DemExit,2020-04-08,topTrendingOnSm
#WhatTrumpHasTaughtUs,2020-04-08,topTrendingOnSm
#ModernFamily,2020-04-08,topTrendingOnSm
#PandemicIn5Words,2020-04-08,topTrendingOnSm
Bernie,2020-04-08,topTrendingOnSm
Parasite,2020-04-08,topTrendingOnSm
Updated 03:09Everyone on Twitter loves you guys. RIP Lonnie https://t.co/72fw6wYbX3— 🧼 (@labubbakeith) ,2020-04-09,topTweets
9 years later and still the biggest regret of my life hahahahah https://t.co/fwLN26za1B— DAVID DOBRIK (@DavidDobrik) ,2020-04-09,topTweets
We need to build a world where people are physically afraid of the consequences of behaving this way. https://t.co/lCMfNy5mnQ— Rafi Letzter (@RafiLetzter) ,2020-04-09,topTweets
Bernie Sanders Drops Out of 2020 Democratic Race for President,2020-04-09,topNewsHeadlines
"More than 300,000 people around the world have recovered from coronavirus",2020-04-09,topNewsHeadlines
PENNSYLVANIA SCHOOLS CLOSED for the rest of the academic year,2020-04-09,topNewsHeadlines
Federal Support Ends For Coronavirus Testing Sites As Pandemic Peak Nears,2020-04-09,topNewsHeadlines
7 Things Biden Called For That Trump Already Did To Combat Coronavirus,2020-04-09,topNewsHeadlines
Pence's office blocks public health officials from appearing on CNN,2020-04-09,topNewsHeadlines
Stephen King Is Sorry You Feel Like You're Stuck In A Stephen King Novel,2020-04-09,topNewsHeadlines
Dems block McConnell bid to swiftly approve $250B more for small business fund,2020-04-09,topNewsHeadlines
Riverside County runs out of animals to adopt amid coronavirus outbreak,2020-04-09,topNewsHeadlines
"Essential workers would get $25,000 raise in new Senate Democrats plan",2020-04-09,topNewsHeadlines
twenty one pilots - Level of Concern (Official Video),2020-04-09,topNewsHeadlines
OPEC meeting,2020-04-09,topTrendingOnSm
Florence Pugh,2020-04-09,topTrendingOnSm
Chris Johnson,2020-04-09,topTrendingOnSm
Modern Family,2020-04-09,topTrendingOnSm
Chynna,2020-04-09,topTrendingOnSm
Snapchat,2020-04-09,topTrendingOnSm
Linda Tripp,2020-04-09,topTrendingOnSm
Holy Thursday,2020-04-09,topTrendingOnSm
Todd Chrisley,2020-04-09,topTrendingOnSm
"Updated 03:10Let’s Make America Smart Again— Neil deGrasse Tyson (@neiltyson) April 11, 2020imagine if cops just....handed out masks instead https://t.co/3AMJT2t2YU— aída chávez (@aidachavez) ",2020-04-10,topTweets
The Invisible Enemy will soon be in full retreat!— Donald J. Trump (@realDonaldTrump) ,2020-04-10,topTweets
Coronavirus: New York using mass graves amid outbreak,2020-04-10,topNewsHeadlines
White House reverses position after blocking health officials from appearing on CNN,2020-04-10,topNewsHeadlines
Nancy Pelosi slams GOP vote on $250 billion small business loans as a 'stunt',2020-04-10,topNewsHeadlines
NYC to bury coronavirus dead on Hart Island potter's field,2020-04-10,topNewsHeadlines
California Declares Independence From Trump's Coronavirus Plans,2020-04-10,topNewsHeadlines
"Mort Drucker, Master of the Mad Caricature, Is Dead at 91",2020-04-10,topNewsHeadlines
India: People can see the Himalayan peaks as lockdown eases air pollution,2020-04-10,topNewsHeadlines
